wallet,sRGKAmount,RGKAmount,warmupValue,MIMBONDvalue,MIMRGKBONDvalue,USDCvalue,OLDMIMBONDvalue,OLDMIMRGKBONDvalue,PrivatePresaleValue,PublicPresaleValue,total
0x323f698300552CB39247EeaF97D65c6c0C939e46,0,0,0,0,0,0,0,0,0,0,0
0x2fC479ecC109ea8376b6e9821740Ed906e2D052d,0,0.000032509,517.475248066,0,0,0,0,0,0,0,517.4752805749999
0x57b8b949bAa760B97B93798aB67E429742e8fd1F,7.238442241,0,0.944658073,0,0,0,0,0,0,0,8.183100314
0x4aB31C9fB6d72B6Ee49B18D69caD33540eC2A80b,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x3e5f6D6C9Df82415cEc3552f91a1233Af19E7ED6,0,0,29.769654301,0,0,0,0,0,0,0,29.769654301
0x3fdD0C452aE6dD3D0282968da6f0f4dA7535f494,0,0.000073641,30.8254,0,0,0,0,0,0,0,30.825473641
0x42fbAB57d998FBD0C91aBa2B564d9e2f4ECea02A,18.369689156,0,0,0,0,18.382846605,0,0,0,0,36.752535761000004
0x8391FD1C73F3Fc637312D40CE2999f3f934aD842,20.144908066,0.000015441,0,0,0,1.030629277,0,0,0,0,21.175552783999997
0xd2d85c3be6EA2a3c58e96AEe5898826fe7f154f0,2.363577488,0.00003672,0,0,0,1.000262444,0,0,0,0,3.363876652
0xB7d3C827c5cbFB1e13F08ba630203b624F2f32E7,0,0,0,0,0,44.48944269,0,0,0,0,44.48944269
0xF915b819d356D36243059D8E42F1E4205588b036,3.27641454,0,1.207921559,0,0,0,0,0,0,0,4.484336099
0xF4f951Fa6a23aF4A8A9BaA9fACb2a0C18AFFff9D,0,0,0,0,0,13.455259688,0,0,0,0,13.455259688
0xfda6ba9250cF1e3998215dbEc6532C954e7CC0fE,0.755913498,0,2.229159505,0,0,0,0,0,0,0,2.985073003
0x5CcE66ff98df91eF92DE91F3C1F3E4A01101e7Bf,1e-9,0,7.027488936,0,0,0,0,0,0,0,7.027488937
0x3017a11C3405B088b9F08344ab125aC0E97d6E5f,83.287990213,0.000087548,247.449939284,0,0,8.756744558,0,0,0,0,339.494761603
0x9bECf684c6c457510FEF7C3FE645edcbf3b3f475,1e-9,0,24.30846655,0,0,2.289829029,0,0,0,0,26.59829558
0xE5aD15DB27e4216F8AbcFe50F5E2289D804bA688,15.228438129,0.00003004,141.102073825,0,0,0.00830096,0,0,0,0,156.33884295400003
0xE29b17b2BE766Aca6f10821b4B661842398f5958,70.784797812,0.000067257,3.749056595,0,0,0,0,0,0,0,74.53392166399999
0x549eF668cEBeaf69B16b831E83B79C44c2be7cb8,31.927332911,0.000025334,2.582929294,0,0,0,0,0,0,0,34.510287539000004
0x56F69f8B06b935E2709a24abed1190C48DDaC7E1,4.823069445,0.000077458,1.244517087,0,0,0,0,0,0,0,6.06766399
0x972512dD99D3E27e300C005DBc1a6e1EEa29C14D,89.694765716,0.000091703,11.010502352,0,0,0,0,0,0,0,100.705359771
0x645a535BD110279Cb0A0654185068A194709B053,0.78415877,0,0.146048002,0,0,0,0,0,0,0,0.930206772
0x278a6891a87b894d58fFd8391Faf5c6e0E23638C,1e-9,0,8.645984541,0,0,0,0,0,0,0,8.645984542
0xAC28c99ef67f987A51aaCE3eD71Eef91Ed790682,0,0,48.163846138,0,0,0,0,0,0,0,48.163846138
0xa0093D6CB42B85843dDFdF7e5672FaB440ac5082,10.245776381,0.00000821,0.051295631,0,0,0,0,0,0,0,10.297080222000002
0x25ff2B75fDf5DF8EE9Dd4b3b2Db4D3a5176E583f,0,0,0,0,0,0,0,0,0,0,0
0x12a636758266b42EE7FB80C33B6EfD14172C4425,1e-9,0.006565197,3.205667535,0,0,1.138044599,0,0,0,0,4.350277332
0x519295A7F439d20a4f11b642E11A850030Fb6955,2.827963765,0,1.749614561,0,0,0,0,0,0,0,4.577578325999999
0x737Bb509A8b86Bd39A9BEb65EF9da2B70F290C02,2e-9,0,0,0,0,0.612814606,0,0,0,0,0.6128146080000001
0x8313a1eC2356ba12D3aA0B4eb0Cc275AF4CEf1B5,0,0,0,0,0,0,0,0,0,0,0
0x7d5deFa359d2170e0D2714423B5a23eAeed9217e,25.608267915,0.00007243,5.850156471,0,0,0,0,0,0,0,31.458496815999997
0xDe9DFed3a62056d065311896675fD1273d235c45,3.765875754,0.000028457,1.763802098,0,0,0,0,0,0,0,5.529706309
0x21405253942892593bED40d6f5107Ee13c4C4624,0,0,0,0,0,0.017646873,0,0,0,0,0.017646873
0x17f1B624eb08EE31ee62CFbC727FA84d49c36Cb1,0,0,0,0,0,0,0,0,0,0,0
0x256D5a5CFd29FD4d312Be071380E1a47d564e646,25.540373091,0,1.972945113,0,0,0,0,0,0,0,27.513318204
0x4171cAbdd900E4B0BBba169e74db5C7A4282A662,0,0.000398372,39.380417718,0,0,0,0,0,0,0,39.380816089999996
0x43721177d2Ff83fc0c5f85649c7088e16Dbd4B34,1.744996532,0,0.164684346,0,0,0.004180234,0,0,0,0,1.913861112
0x108Da681F2E84F9fadC67342D1b854c4056c5173,86.676337637,0,16.782149801,0,0,0,0,0,0,0,103.458487438
0x71a7bb6D605c773af277cDfb2699460565673536,61.019783822,0,19.780287845,0,0,10.473088569,0,0,0,0,91.273160236
0x586382F4eA6e46D258aFc1feb604a42B2994C5B7,0,0,0,0,0,0,0,0,0,0,0
0xc0EbC847D547f6db0A914fc397A93A107332D77C,0,0.000058306,28.773617414,0,0,0,0,0,0,0,28.77367572
0x794dC5e26A1a59c2303432e744F4D1914bF44E02,0,0,0,0,0,0,0,0,0,0,0
0xD6512013a5E7c003A37e1CCd43789095B9Cc1c74,5.550228942,0,28.544017014,0,0,0,0,0,0,0,34.094245956
0x9CDb7121F89e8135AeAF5e2bc8006233fe23f426,196.240206462,0.000027364,226.436558515,0,0,0,0,0,0,0,422.676792341
0xA449A78BEff414C0e830Ba94573b490dCe921EF9,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x08d6A1d7f3715f442e8e9dbe80CB6f0139c2735e,131.991002912,0.000040092,0,0,0,0,0,0,8.784013516560663e-10,0,131.9910430048784
0xADDF778C56B5F81C4ED64c8899665eae3970b65F,0,0,0,0,0,0,0,0,0,0,0
0xBB0c99e0e5bcEC7287B3cd63c00D44fEB939C23F,178.751432998,0,0,0,0,0,0,0,0,0,178.751432998
0x3912d7eA8140e16dAc355892653F3512C3cf3749,172.839036509,0.000005242,0,0,0,0,0,0,0,0,172.839041751
0x58BDAacE5EA0Fa11f0Fb1c3cAEA5E3ceB1218dE5,0,0,0,0,0,0,0,0,0,0,0
0x7aFD70a5f7F0dBb7c7377a573ec4a0250b77604D,0,70,0,0,0,0,0,0,0,0,70
0x0B670928EFDfdCC53ce1FDe68b020ee0dCF5296C,0,18.208985907,0,0,0,0,0,0,0,0,18.208985907
0x5DCB21DeE96049b3dA44b131E8707e045FE94c84,1e-9,0.352927438,0,0,0,0,0,0,0,0,0.352927439
0xC5BB62cB74bF8DD87441D0b124d99b2835FE4bd9,129.637448849,0,0,0,0,0,0,0,0,0,129.637448849
0x03BccDe17dBf85BBd0137a48FC89e906590468B6,183.93197702,0.00005167,0,0,0,0,3.668246437,0,0,1.4000534065417014e-10,187.60027512714
0x1B69D2f4f7a3d2D7faD1C03acA0682e554D92Eb7,0,3.5880012,0,0,0,0,0,0,0,0,3.5880012
0x6f7F6d363B432E82eC7b1028073B37e94Db2CedD,0,0,0,0,0,0,0.018668046,0,0,0,0.018668046
0x7F4e68B4193322A16ba462159D6D9F92D651FAa6,6954.172459068,0.000053826,0,0,0,0,0,0,0,0,6954.172512894
0x055F5f8650B82a9a7aeeB124a67EEFF4d8f2515f,0,76.068761299,0,0,0,0,0,0,0,0,76.068761299
0xcd966AE034Df81A3813DfE15edf55b967A09f465,0,0,0.31583925,0,0,0,0,0,-3.552713678800501e-15,0,0.31583924999999646
0x6DDAc8a4BC5C72D3D7eA8Ab4Cd0eBaE077cf0077,1e-9,0.175234453,0,0,0,0,0,0,0,0,0.175234454
0x1234567893bE3E73C0014bAA02C1c6c6c79E960E,0,0,0,0,0,0,0,0,0,0,0
0xFc2C9B0DdA2665694bda7712a627333F6E671f54,0,0,0,0,0,0,0,0,0,0,0
0x1354e396fE27f1aC94146CD0Db68e39a8ecf6607,0,0,0,0,0,0,0,0,7.360512199738878e-10,6.360000304184155e-10,1.3720512503923032e-9
0xa2ADcD11e4269e4eBbe3B26c02D38D64Ec350137,115.06831565,0,0,0,0,0,0,0,0,0,115.06831565
0x2565e4023abDe289eBF2307C39C3C3b0C08C6D05,83.738311063,0.00001125,0,0,0,0,0,0,0,0,83.738322313
0x750d8974E04eB5490Fb8E232972a36E5d6B153cb,0,0,0,0,0,0,0,0,0,8.459721811959753e-10,8.459721811959753e-10
0x182E671E5e117a33ce599ae08CEa29BB9fcf6307,16.475748169,0.000007003,0,0,0,0,0,0,8.996039468911476e-10,0,16.475755172899603
0xD925271CC610Dda18916EC72d442C1E1a4A5f64f,10.487548907,0,5.524096265,0,0,0,0,0,0,0,16.011645172
0xb7318135De00D84C6a30115365D79917945a10a3,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x59aA0B82bA59FdA35f6646E0F684f59B0Aa5F758,1.934578172,0,0.139658412,0,0,0,0,0,0,0,2.074236584
0x5Ef319c0033C81CC777521F22Dfd189E334b68F9,0,0,0,0,0,0,0,0,0,0,0
0x4bC589Cd85961D1B94DBFbdB42F9CBaC76a6305F,0,0,0,0,0,0,0,0,0,0,0
0x4151672552274Bb8c8461a0406A6e8cF4d613070,0,0,0,0,0,0,0,0,-7.105427357601002e-15,0,-7.105427357601002e-15
0x33E10FD6dbDF88341efedB9FA12FEd3050041e17,0,0,0,0,0,0,0,0,0,0,0
0x1a712280EFC76487fA462EF0aeFa9C6969Ea6639,0,0,0,0,0,0,0,0,0,0,0
0x334BE13979B4849C3Ff3Cbb6C4dA79052c403529,26.357403962,3.2496605,0,0,0,0,0,0,0,0,29.607064462
0x11d4E764c879525ad06735AccEd286e3AeE726ce,242.605467446,0,0,0,0,0,0,0,0,0,242.605467446
0xa36dB06d33835f8a6922CaaA221029AEfa0E1c63,67.405982637,0,0,0,0,0,0,0,0,0,67.405982637
0xEFFC5E7fAeE225cC0Da477DC68401BCDEBC5a10C,0,0,0,0,0,0,0,0,0,0,0
0x05A2095D95D154de1C6a5A23a43828bb8B5d1b19,0,0,0,0,0,0,0,0,8.41417602259753e-10,0,8.41417602259753e-10
0xEFE4E6b1Cc4456cD752Ab00c93348874CbA4ABE3,0,0,0,0,0,0,0,0,0,0,0
0xbA018D9d99714616BaBfA208d2fAA921fa0c2D28,0,0,0,0,0,0,0,0,0,0,0
0xa5e0e6C603c18ea917024794375bA07F57b2bd7e,0,0,0,0,0,0,0,0,0,0,0
0xa6fFa078ef34563cde86ff9DF96d8A557806ce5f,0,0,0,0,0,0,0,0,0,0,0
0x7D471DC8Fbc4293c6BA4A113cdb408a9fBc53A92,2e-9,0,0,0,0,0,0,0,0,0,2e-9
0x15c8A302090b28a7eDEe22073893D3E9B6BE2a77,0,34.514625,0,0,0,0,0,0,0,0,34.514625
0xEFC7d52ffdD72e9E59f2084368FC3Ed8dcfd200C,2.336467406,0,0,0,0,0,0,0,0,0,2.336467406
0xC400dD4545Ac874E458F23f569Cc7E9D53D149d4,0,0,658.765742804,0,0,0,0,0,0,0,658.765742804
0xF203840d1D187d2a6fE4e9E2F62A5181a0e07061,477.253354343,0.00008997,0,0,0,0,0,0,0,0,477.253444313
0x4a424539C308E9B765C0353df01d83C9BD0D7afe,0,0,0,0,0,0,0,0,-7.105427357601002e-15,0,-7.105427357601002e-15
0x9F0efA69f0c22f3F5ddf02e0bDfc7337c3Aa5e88,48.158195064,0,0,0,0,0,0,0,-3.552713678800501e-15,0,48.158195064
0x1BA2743042d9Fd06905182BaC83171C4773a29a0,0,0,0,0,0,0,0,0,2.889199999999988,0,2.889199999999988
0x878Ec45982b46Ad909B3458a9842e52Da8791D1e,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x19aE8F7fDF213E49FC1aB77648413e5A56B7065f,0,0,0,0,0,0,0,0,0,0,0
0xf778E09E8F57D81a1C202Cff3a73717514f57CB3,1e-9,0.000037407,186.918267095,0,0,0,0,0,0,0,186.918304503
0xDE2112e0c7aafcb430EC62C08De8d046b7d6Cf6c,23.875198375,0,0,0,0,0,0,0,0,0,23.875198375
0xcAad8F8F3B8b617d225A05a829b779E0aec819eC,51.318910254,0.000045282,0,0,0,0,0,0,-7.105427357601002e-15,0,51.318955536
0x7273B0846B0442E19641029260C6be2b1FbeFb34,0,0,0,0,0,0,0,0,54.343175,0,54.343175
0x2d3598fD0DaAc715EAd828E25d9beb9AfE98C259,0,0,0,0,0,0,0,0,54.330175,0,54.330175
0xA040CAe1a7E353F1Fab4950597324f36276dde42,0,0,0,0,0,0,0,0,54.327274999999986,0,54.327274999999986
0x5dce7A26597c5199cD782Add08ACfbB46e20350F,0,0,0,0,0,0,0,0,0,0,0
0xB45992ac3B561361Bc00a5F0649FAfC267Ce5428,0,0,0,0,0,0,0,0,-1.7763568394002505e-15,0,-1.7763568394002505e-15
0x318075C20955679ECb019ff3411C11630d40F2ed,0,0,0,0,0,0,0,0,0,0,0
0x60Bf97eEae9df55c0e8f1f5B8e405ff4c5A35ae5,0,0,0,0,0,0,0,0,0,1.991168999,1.991168999
0xe9344632f715fbE05b2282128d05a23Cb81CC044,596.934103463,0.000032885,0,0,0,0,0,0,0,0,596.934136348
0xC8C2855aea7925B7db353c72420dF4FBeC01c3Fd,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x1840aEB949FB4FcC40902985d18F79798778F8c8,208.567417818,0.000083726,0,0,0,0,0,0,0,0,208.567501544
0x6C8EC8a5B6189b9e29e79f9E07e90329775b8911,39.637490605,0.000022209,0,0,0,0,0,0,0,7.100009469240831e-10,39.63751281471001
0x3be30D38D216cdecfe8c7f194a99e65234Ca7F8E,356.876767929,0,0,0,0,0,0,0,0,0,356.876767929
0x84a7a777244A50908e3d141038a98415bfFe7aEF,210.91207489,0.000071014,0,0,0,0,0,0,0,0,210.91214590400003
0x1d1661Cb61BF5e3066F17F82099786d0fCc49d46,325.406403529,0.000077616,0,0,0,0,0,0,0,0,325.406481145
0x4564842539dd7bC17F04efbcA84Abd389Cb40aaA,0,0,13.191706093,0,0,0,0,0,0,0,13.191706093
0x3D45e3feDA6Eb4e049FDa43e8883bF5d69A30818,24.826795171,0.000009521,5.651593268,0,0,0,0,0,0,7.679989977305013e-10,30.478397960768
0xcEAC9f3cc714CB32BE7CA759664FD19a7071E8cD,0,0,0,0,0,0,0,0,0,0,0
0x49e26571eFcc397B1e0759fb9be62a41b41cF07E,15.787832481,2.35122688,0,0,0,0,0,0,0,0.18999609285599917,18.329055453856
0x5f36044A3C7D30378061fde7967075f5A7567A23,208.468650988,0,0,0,0,0,0,0,0,3.659863523353124e-10,208.468650988366
0xA059E245d2D4DDC1eC9C18b6C7F2C6541d14022c,0,0,56.440094236,0,0,0,0,0,0,2.920008009492001,59.360102245492
0xcb465c1dE18682E7d183Cae58510035830a5F7eE,0,0,0,0,0,0,0,0,0,3.799982550845016e-11,3.799982550845016e-11
0x3e0d095709805ecf749a40D50E6D9779F91265d8,0,0,0,0,0,0,0,0,0,0,0
0x30D4f0A0b16CaAdF809FF9051C16C89E540d7d49,0,0,0,0,0,0,0,0,0,0,0
0x033BBdD5851ab4Eae9e4Dd03a02bb127487FA334,2.548494884,0,0,0,0,0,0,0,0,0,2.548494884
0x55Dad374074Ad61D8003213149940f289CbD12eb,78.991313478,0.000056738,49.913604916,0,0,0,0,0,0,0,128.904975132
0x6DD1ACba59Ba041D1ceFD752E06768ef7F4bcAf6,1e-9,0,0,0,0,0,0,0,0,7.105427357601002e-15,1.0000071054273577e-9
0x52DC7009ACf57Ccfa7F0fffd08b7ff460D64E8f8,0,0,0,0,0,0,0,0,0,3.552713678800501e-15,3.552713678800501e-15
0x2D45Fbf47aAE528Bdd51E6433a9c4755ea724768,0,0,0,0,0,0,0,0,0,0.9514829330000012,0.9514829330000012
0x4050a36DB8bfd29b40bc402897aDD928B5Db565D,2e-9,0,0,0,0,0,0,0,0,9.559926184010692e-10,2.9559926184010693e-9
0x25509BF3CDa920688cC475EA00e3dd39F6684035,130.998032599,0,0,0,0,0,0,0,0,0,130.998032599
0xEfc776c6b2453f4A06CF30a2e8b3a187F2F79A21,37.076361874,0.000088876,0,0,0,0,0,0,0,5.620002241357724e-10,37.076450750562
0xCB4C09053B57EfD3367D74d433Adaf3Ec388fbca,54.923570413,0.0000222,0,0,0,0,0,0,0,0,54.923592613
0xaf0d2a9aad8489820375442aeE80E6f4163562cb,0,0,0,0,0,0,0,0,0,0,0
0x9230b09393EcD345Cf0EE12382B39bAd090cD013,0,0,0,0,0,0,0,0,0,0,0
0x9207090e51Abd9b96E2EA88596D1f7BE137B2c2b,0,0,0,0,0,0,0,0,0,0,0
0x76378B25E666cb1cb05eF9614af40868Ca788212,19.721032624,0.00009999,0,0,0,0,0,0,0,0,19.721132614
0x7a2b302B55251724Ee1Af02fA803A43c99AA857C,33.987708181,0.000066655,0,0,0,0,0,0,0,4.660023478209041e-10,33.987774836466
0x7032628dD83D9C732D538cfD82a9689da4925143,0,0,0,0,0,0,0,0,0,0,0
0x378f0636FCFA4a6DF43e767C8B137D8186bDBdD7,10.106708445,0.000096773,0,0,0,0,0,0,0,0,10.106805218
0x232d501BA4d9F6Ae3f861511660adC4fa442F860,0,0,0,0,0,0,0,0,0,0,0
0xbE93d14C5dEFb8F41aF8FB092F58e3C71C712b85,103.505660691,0.000055845,0,0,0,0,0,0,0,2.8200020096846856e-10,103.50571653628201
0x1c5de9f1C5c03677b0578fceFF31E8E1Cb738D6D,0,0,0,0,0,0,0,0,0,0,0
0x295E5F7337bA6D15165a770Aa160d6DcB4d65765,3.339469012,0.00001111,5.713181363,0,0,0,0,0,0,0,9.052661485000002
0x9b81EA563816F990013551D6ec602E0169Bc9058,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x92e8c440bd5Ae54C9d95CE5a4d3bC8151FdA63D8,42.456252164,0.000012764,0,0,0,0,0,0,0,-7.105427357601002e-15,42.45626492799999
0xeB88F0539b3900Bac5fd13A76b4AF47f0eCCC52a,0,0,0,0,0,0,0,0,0,0,0
0x8b9ee28387295AA4f8f6bFe9c45e5bef485d6C7b,114.263627266,0,0,0,0,0,0,0,0,9.440270787308691e-10,114.26362726694403
0xABC0FAc6076BF9AAd96575eBCE52D47B64380C0e,23.046153858,0.000050554,0,0,0,0,0,0,0,0,23.046204412
0x0d86860fD2C8D0311a62a4ABFd78A2452e8a5932,184.988438462,0.000033259,0,0,0,0,0,0,0,0,184.988471721
0x69Ff4a6513cb593F8f58a54F4e55C97297016e42,0,0,0,0,0,0,0,0,0,4.547473508864641e-13,4.547473508864641e-13
0x3899ccE26b6eb0AF388B629bd58fF4Ad47580217,0,0,0,0,0,0,0,0,0,0.8169444440000007,0.8169444440000007
0x4F26186b2C2Bf4Df5e64b72aF418c5b6f75B1579,1e-9,0,0,0,0,0,0,0,0,0.039766999999997665,0.039767000999997665
0xa661A6f1770D64123aefEE456Ea6E6f40F5D6170,0,0,0,0,0,0,0,0,0,6.402842700481415e-10,6.402842700481415e-10
0x4EC913743a90b7B9Cf36d2907F0b12b3E36bb8bF,0,0,0,0,0,0,0,0,0,0,0
0x1946B2e712d43A0e57091E080cc8e18B6EA49459,112.071927559,13.432962855,0,0,0,0,0,0,0,0,125.504890414
0x224b00F60077b62C87720A8a32735B9CF45745Af,13.490708426,0.000074445,0,0,0,0,0,0,0,0,13.490782870999999
0x1B699587eF87Bed6D92f8b4d94be7D1659234F3b,62.584015414,0.000048875,0,0,0,0,0,0,0,0,62.584064289
0x5f46c7154e606368403b1aDdcDD74D42415aCE9a,21.614364689,0.000006659,0,0,0,0,0,0,0,0,21.614371348
0xc8d6B761e8A0f739b4ac0Aa417b4eFBc8efc166a,0,0,0,0,0,0,0,0,0,222.25992644500002,222.25992644500002
0x5DCdb484bcB872a53da821595B91DD6AF41422FA,0,0,0,0,0,0,0,0,0,0,0
0x48586D7572f996FD583d3FD6B20fF713F645639E,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x278d9Db7032fFE25C5fCEc6fb517F4E2041805d3,0,0,0,0,0,0,0,0,0,0,0
0x5399DA36dDC8461edc50f2F4b9EF570910D842fc,1e-9,0,0,0,0,0,0,0,0,2.9599966921978194e-10,1.295999669219782e-9
0x890a3Aa5938e55D7EC1C13aEE9882c929D51BfF7,0,0,0,0,0,0,0,0,0,-9.094947017729282e-13,-9.094947017729282e-13
0xc7D0dfb4f69EE2Fdf54AF433D96C08FEE4913123,140.89857288,0.000023555,0,0,0,0,0,0,0,0,140.898596435
0x02eBb28793f9F9446F49d03B43bE1c6bf98BEC74,0,0,0,0,0,0,0,0,0,0,0
0xbF42c6E62A47e4b1A45616D08290FeF1C8676bea,0,0,0,0,0,0,0,0,0,0,0
0x3622C46b4E62c59cC4820EE9a2C611d551fb6d7c,5.240116227,0.000077776,0,0,0,0,0,0,0,-2.220446049250313e-16,5.240194003
0x652A4594c95D08be86cF22B68cAb379FEC057136,717.450453719,0.000008655,0,0,0,0,0,0,0,0,717.450462374
0x5d20fd722b423a06C6b916ef05f31dd73905C67A,0,0,0,0,0,0,0,0,0,0,0
0x6EaB621d1e62740f74e89B4491c4089C73043772,0,0,0,0,0,0,0,0,0,0,0
0xA8552B96acBff136027ADa92c1c3b3F2E0FED049,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x9b6616ac6e8C8e0dfF20c5Fe1Cc2DEA77c0f49F3,0,0,0,0,0,0,0,0,0,0,0
0x745176F41B0A6C8b17385D76eB250DeEe8A759D4,0,0,0,0,0,0,0,0,0,0,0
0xa51449B96801233C23639cc7B3D9d95860E1E7a2,0,0,0,0,0,0,0,0,0,0,0
0x2f8D37FfCEccFd48f5eDaA156cbe8e663C03657e,57.394819827,0.00009998,0,0,0,0,0,0,0,5.419984461241256e-10,57.394919807541996
0x24f7E97861947d89140Aa07Fa4959A834628f1FA,1e-9,0,0,0,0,0,0,0,0,2.559659151302185e-10,1.2559659151302186e-9
0x5cdA58cf4c35d6D91C44915CF1bd0d02D90693b9,0,0,0,0,0,0,0,0,0,0,0
0x239DBcdDEAe1dBB49aeE663E786a9c5599031bd3,367.041340841,0.000066542,0,0,0,0,0,0,0,0,367.04140738300003
0xcdfF7166847414b64d89f4b37c00F0E505CaF581,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0xfBED1e1a488254710cC355DadCFe4bf57DBDD68e,1e-9,0,0,0,0,0,0,0,0,7.460005946313686e-10,1.7460005946313686e-9
0x0676B3342A195508DD1ea98bA5ECD0c9d5b7B36A,1034.229022444,400,0,0,0,0,0,0,0,1.1368683772161603e-13,1434.2290224440003
0x6A41b65961fBFA03697bd39c025400DA0F3c39D0,0,0,0,0,0,0,0,0,0,0,0
0xeA8a2BAB4e3C187C737646f74eB1a463b0f2f6A5,103.333018012,0.000047561,0,0,0,0,0,0,0,0,103.333065573
0xdb9118dbBefA5DE2a67dF2f13E8F7E41a52c2DF4,0,0,0,0,0,0,0,0,0,2.4799362563499017e-10,2.4799362563499017e-10
0x30899F5419aAb38e47b341Cf56b75117CB1d7f41,0,0,0,0,0,0,0,0,0,29.777777748,29.777777748
0xBf1Fa9EB676125595e77Fb67C636202279Be371c,0,0,0,0,0,0,0,0,0,0,0
0x24555B39D91e53C4c7811219EcE75B15fD9eAbc3,0,0,124.059700303,0,0,0,0,0,0,0,124.059700303
0x83C18cd7C2F669671B79e334E36B62E8b7e18Ef0,92.959449076,0.000065256,0,0,0,0,0,0,0,3.9177905364340404e-10,92.95951433239178
0x6eb28D170467c3E87ABb50424ADd9b03BFE164EB,0,0,0,0,0,0,0,0,0,0,0
0x3FB1Cc09db3D70164CaB196F22D3Aa134d6e7c20,1.494766387,0,0,0,0,0,0,0,0,0,1.494766387
0xB618ff999336F3c4b925ed1D9e03dbE2788f593a,0,0,0,0,0,0,0,0,0,0,0
0x657F46fBd4bB7338f5A2eBDf098F28650e8519A6,10.288891239,0.000055552,0,0,0,0,0,0,0,-4.440892098500626e-16,10.288946790999999
0x58020BaB25E6053a4c41a4eB78dFD8900cA4d7CF,6.476936653,0.000070828,0,0,0,0,0,0,0,0.15084042299999997,6.627847904
0x6A3f03A8fb90bABc09131ea210ceeffe48492F3f,0.261322594,0.000031334,0,0,0,0,0,0,0,0,0.261353928
0x359cEd11bFe99DF191E011EC4f1abA2B4a269837,487.836383917,0,0,0,0,0,0,0,0,0,487.836383917
0x24D3e0aeA5093F9A03aFa397d80C25aC3503c671,0,0,0,0,0,0,0,0,0,0,0
0x83df0C89b35fb861Aa71C061275645d0ecE76c76,1e-9,0,0,0,0,0,0,0,0,0,1e-9
0x55804087A70D9433Dd513E2C985b09f1CBdF509a,0,0,0,0,0,0,0,0,0,0,0
0x781E6d0Fd7679F24e509c2dda99cB72bc44e303c,0,0.023189288,0,0,0,0,0,0,0,0.19903293399999997,0.22222222199999997
0x53C4CeDb38FeF0F83F5D37555Ab3A9b8cC73C719,0,0,0,0,0,0,0,0,0,0,0
0xb0c36Cdc1e9BFF41049ed0f60270a19850BEF1b3,0,0.000004441,8.516897992,0,0,0,0,0,0,0,8.516902433
0xFC8d88a6A2818b691Ff105f6DB1D6b5B5C959114,0,0,0,0,0,0,0,0,0,104.98908878399999,104.98908878399999
0xF319e446fc96eFC91BD513C5FF4180A0C17b68B9,8.205660685,0.000031529,0,0,0,0,0,0,0,0,8.205692213999999
0x76aAEaB13a65aE7ffA8E81F7F28080FD0b86729C,80.077035232,0,0,0,0,0,0,0,0,2.7196733753953595e-10,80.07703523227197
0x3ED59FfE83AdB0a454d7Eb18C81145880986cE33,48.880533361,0.000025806,0,0,0,0,0,0,0,1.8400037049559614e-10,48.880559167183996
0x5D436EdDc483d1c604B97EfE67fC7851Ffc01E3B,147.890364179,0,0,0,0,0,0,0,0,0,147.890364179
0x390EB76BF582A6bc043d30c3be3cde9a0EB7139f,6.745585916,0.000009331,0,0,0,0,0,0,0,-4.440892098500626e-16,6.745595246999999
0x899835aA722E70B6072952673f75AF280DbcfE7e,0,0,0,0,0,0,0,0,0,0,0
0x34bc7DE8F8053ed66D41a7125C04d2d3B9DAED81,0,0,0,0,0,0,0,0,0,4.220055416226387e-10,4.220055416226387e-10
0x2fc6923FeAe3A097C6f4d96d5f1B0217c91ae11F,0,0,0,0,0,0,0,0,0,1.11111111,1.11111111
0x368Ce863be20A1c464c34f677E1b66074E7580C1,0,0,0,0,0,0,0,0,0,0,0
0xF02a6DAA24f80f7749689627977056b4747eb777,0,0,0,0,0,0,0,0,0,1.246888887642,1.246888887642
0xfFB2a134AdC3Bcf9F74932f2e4782E40FBF78626,7.924658418,0,0,0,0,0,0,0,0,7.479954433620151e-10,7.924658418747995
0xb3e6EA3A6c0Df4D1251cD3eD131312564F978799,0,0,0,0,0,0,0,0,0,7.900027299001522e-10,7.900027299001522e-10
0xA7b2ad1509550AaFa62347788687C7C426Cf0DFB,7.588598835,0.000069957,0,0,0,0,0,0,0,4.5200110321275133e-10,7.588668792452001
0x46bDF53f166dbFFE5FABdee5e03Ffb18F15fa90e,0,0,0,0,0,0,0,0,0,0,0
0x362A04BA0138eA4C4B56bdf3c2639283F275eE63,0,0,0,0,0,0,0,0,0,0,0
0x0B1BeAbb8429502493721F4c067Ae79DB6CA3542,0,0.000041701,40.803141819,0,0,0,0,0,0,2.360138751100749e-10,40.80318352023601
0x3B1AB641c23795fa7D566F3A817CDc0877B035f8,0,328.510422711,0,0,0,0,0,0,0,9.88052306638565e-10,328.51042271198804
